post_id,text,comment_time
2817652,А тут сдохли все 🏗🧱🧱🏗⚘⚘железногорск.😉🎄☃️,1673119057
2817652,Спаспбо Путину у людей теперь нет денег даже на Ипотеку,1673119172
2817652,кому жить-то в них в такой ситуации?,1673119277
2817652,До фундамента все скупают...,1673124084
2817652,Это стабильность 💪,1673133219
2817652,Рост цен на квартиры еще лет 15 назад начался. Раньше моя однушка в 32 кв. м. стоила 700 т.руб. То сегодня она стоит 4 ляма руб.,1673159158
2817652,"на какой уровень инфляции вы о чем? вот есле только рухнут они процентов на 50 ,то мож кто брать и будет ,и то я сомневаюсь!",1673187745
2816870,Франция - спонсор нацизма и терроризма,1673102362
2816870,"Как приятно, что хоть где-то можно протестовать, и тебя за это не изобьют и не посадят",1673102471
2816870,В поддержку ребятам на передовой наша новая работа...🇷🇺🙏🏻,1673102517
2816870,"МЕНЬШЕ БЫ СПОНСИРОВАЛА ТЕРРОРИСТОВ, А БОЛЬШЕ БЫ ОБРАЩАЛА ВНИМАНИЕ НА ГРАЖДАН СВОЕЙ СТРАНЫ!!!",1673102576
2816870,Свободная страна уважающая палитру мнений,1673102649
2816870,"Смешно читать об этом на фоне новостей, что в России СНОВА повышают пенсионный возраст",1673102692
2816870,"Да всем плевать там на них, могут ещё что лет так ходить",1673102786
2816870,,1673102896
2816870,хочу как в париже. у нас тоже пенсионная реформа и двузначная инфляция,1673103038
2816870,Где жилеты??? 🤔,1673103156
2816870,Франция - спонсор нацизма и терроризма,1673102362
2816870,"Как приятно, что хоть где-то можно протестовать, и тебя за это не изобьют и не посадят",1673102471
2816870,В поддержку ребятам на передовой наша новая работа...🇷🇺🙏🏻,1673102517
2816870,"МЕНЬШЕ БЫ СПОНСИРОВАЛА ТЕРРОРИСТОВ, А БОЛЬШЕ БЫ ОБРАЩАЛА ВНИМАНИЕ НА ГРАЖДАН СВОЕЙ СТРАНЫ!!!",1673102576
2816870,Свободная страна уважающая палитру мнений,1673102649
2816870,"Смешно читать об этом на фоне новостей, что в России СНОВА повышают пенсионный возраст",1673102692
2816870,"Да всем плевать там на них, могут ещё что лет так ходить",1673102786
2816870,,1673102896
2816870,хочу как в париже. у нас тоже пенсионная реформа и двузначная инфляция,1673103038
2816870,Где жилеты??? 🤔,1673103156
2815461,Успешный год для рубля... Смешно...,1673075884
2815461,"Расти рублю действительно некуда , как бы в землю не закопался в 2023 ((((",1673075932
2815461,"С такой политикой государства вообще удивительно, что рубль еще жив..",1673076003
2815461,Зря сомневаются. Все только начинается.,1673076357
2815461,"И опять нам Рассказывают, что доллар мерило всего. Нас упорно возвращают в ту же американскую систему  центробанков. А где обещанная привязка рубля к мультиресурсной корзине?! Страна это не фирма для выгоды экспортеров.",1673077472
2815461,Рубль упал на 17% в прошлом месяце,1673077860
2815461,Лучшая валюта года - фиксируют прибыль),1673079658
2815461,"при такой экономике что была, когда доля экспорта превышала импорт, доллар не должен быть по 70-80 руб",1673084927
2815461,"Результат ожидаемый, как на картинке🤣",1673086962
2814720,"Хватит их жалеть, вдарьте по Киеву!!!",1673030512
2814720,"""Минобороны России сообщило, что выполнило поручение президента Владимира Путина прекратить огонь по случаю православного Рождества."" то есть они прекращают а всу продолжает стрелять? молодцы какие 😂",1673030635
2814720,"Выходцы из иудейской пустыни обычные человекоподобные животные. Идет уничтожение генофонда Славянских народов, идет разрушение всего, что создано руками людей, и т. д. А евреи, живущие за счет лжи, за счет стравливания людей, за счет мошенничества, должны за ВСЁ это ответить.",1673031245
2814720,"В последнее время  жестов ""доброй воли ""  стало слишком много. Маразм  крепчает.",1673031328
2814720,"17 (28) декабря 1791 года - Указ императрицы Екатерины II о введении для евреев черты оседлости. Она ограничивала расселение лиц иудейского вероисповедания в основном областями Литвы, Украины и Белоруссии (Н. А. ШЕФОВ). Но Александр II под воздействием непрекращающегося психологического давления со стороны ""ходоков"" в период с 1864 по 1881 годы своими Указами позволил торговать евреям вблизи Столичных городов (Санкт-Петербург, Москва, Киев). В благодарность в 1881 году был убит ""народовольцами"". Думайте.",1673031477
